initial_alias,converted_alias,name,description,namespace
ENSMUSG00000033953,ENSMUSG00000033953,Ppp3r1,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I) [Source:MGI Symbol;Acc:MGI:107172]","ARRAYEXPRESS,ENSG"
ENSMUSG00000078970,ENSMUSG00000078970,Dnaaf10,dynein axonemal assembly factor 10 [Source:MGI Symbol;Acc:MGI:2144224],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020116,ENSMUSG00000020116,Pno1,partner of NOB1 homolog [Source:MGI Symbol;Acc:MGI:1913499],"ARRAYEXPRESS,ENSG"
ENSMUSG00000000581,ENSMUSG00000000581,C1d,C1D nuclear receptor co-repressor [Source:MGI Symbol;Acc:MGI:1927354],"ARRAYEXPRESS,ENSG"
ENSMUSG00000016984,ENSMUSG00000016984,Etaa1,Ewing tumor-associated antigen 1 [Source:MGI Symbol;Acc:MGI:1915395],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086468,ENSMUSG00000086468,Etaa1os,"Ewing tumor-associated antigen 1, opposite strand [Source:MGI Symbol;Acc:MGI:1920221]","ARRAYEXPRESS,ENSG"
ENSMUSG00000084413,ENSMUSG00000084413,Gm12017,predicted gene 12017 [Source:MGI Symbol;Acc:MGI:3651377],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081302,ENSMUSG00000081302,Gm12020,predicted gene 12020 [Source:MGI Symbol;Acc:MGI:3650978],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085743,ENSMUSG00000085743,8430419K02Rik,RIKEN cDNA 8430419K02 gene [Source:MGI Symbol;Acc:MGI:1921768],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020160,ENSMUSG00000020160,Meis1,Meis homeobox 1 [Source:MGI Symbol;Acc:MGI:104717],"ARRAYEXPRESS,ENSG"
ENSMUSG00000104184,ENSMUSG00000104184,Gm37818,"predicted gene, 37818 [Source:MGI Symbol;Acc:MGI:5611046]","ARRAYEXPRESS,ENSG"
ENSMUSG00000104244,ENSMUSG00000104244,2900018N21Rik,RIKEN cDNA 2900018N21 gene [Source:MGI Symbol;Acc:MGI:1920114],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084085,ENSMUSG00000084085,Gm16140,predicted gene 16140 [Source:MGI Symbol;Acc:MGI:3802123],"ARRAYEXPRESS,ENSG"
ENSMUSG00000087507,ENSMUSG00000087507,Gm16141,predicted gene 16141 [Source:MGI Symbol;Acc:MGI:3802122],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086025,ENSMUSG00000086025,4933406G16Rik,RIKEN cDNA 4933406G16 gene [Source:MGI Symbol;Acc:MGI:1921309],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082737,ENSMUSG00000082737,Gm12026,predicted gene 12026 [Source:MGI Symbol;Acc:MGI:3651190],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082100,ENSMUSG00000082100,Glns-ps1,glutamine synthetase pseudogene 1 [Source:MGI Symbol;Acc:MGI:95740],"ARRAYEXPRESS,ENSG"
ENSMUSG00000045671,ENSMUSG00000045671,Spred2,sprouty-related EVH1 domain containing 2 [Source:MGI Symbol;Acc:MGI:2150019],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020152,ENSMUSG00000020152,Actr2,ARP2 actin-related protein 2 [Source:MGI Symbol;Acc:MGI:1913963],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085035,ENSMUSG00000085035,Gm12031,predicted gene 12031 [Source:MGI Symbol;Acc:MGI:3651406],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020149,ENSMUSG00000020149,Rab1a,"RAB1A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:97842]","ARRAYEXPRESS,ENSG"
ENSMUSG00000044066,ENSMUSG00000044066,Cep68,centrosomal protein 68 [Source:MGI Symbol;Acc:MGI:2667663],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020142,ENSMUSG00000020142,Slc1a4,"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4 [Source:MGI Symbol;Acc:MGI:2135601]","ARRAYEXPRESS,ENSG"
ENSMUSG00000078965,ENSMUSG00000078965,Gm12033,predicted gene 12033 [Source:MGI Symbol;Acc:MGI:3650772],"ARRAYEXPRESS,ENSG"
ENSMUSG00000083878,ENSMUSG00000083878,Gm12034,predicted gene 12034 [Source:MGI Symbol;Acc:MGI:3651409],"ARRAYEXPRESS,ENSG"
ENSMUSG00000049800,ENSMUSG00000049800,Sertad2,SERTA domain containing 2 [Source:MGI Symbol;Acc:MGI:1931026],"ARRAYEXPRESS,ENSG"
ENSMUSG00000049659,ENSMUSG00000049659,Aftph,aftiphilin [Source:MGI Symbol;Acc:MGI:1923012],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084252,ENSMUSG00000084252,Gm12036,predicted gene 12036 [Source:MGI Symbol;Acc:MGI:3651598],"ARRAYEXPRESS,ENSG"
ENSMUSG00000042363,ENSMUSG00000042363,Lgalsl,galectin like [Source:MGI Symbol;Acc:MGI:1916114],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086749,ENSMUSG00000086749,Gm12037,predicted gene 12037 [Source:MGI Symbol;Acc:MGI:3651602],"ARRAYEXPRESS,ENSG"
ENSMUSG00002075334,ENSMUSG00002075334,Gm56407,"predicted gene, 56407 [Source:MGI Symbol;Acc:MGI:6849272]","ARRAYEXPRESS,ENSG"
ENSMUSG00000020134,ENSMUSG00000020134,Peli1,pellino 1 [Source:MGI Symbol;Acc:MGI:1914495],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084362,ENSMUSG00000084362,2610024D14Rik,RIKEN cDNA 2610024D14 gene [Source:MGI Symbol;Acc:MGI:1917660],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084259,ENSMUSG00000084259,Gm12040,predicted gene 12040 [Source:MGI Symbol;Acc:MGI:3651597],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020128,ENSMUSG00000020128,Vps54,VPS54 GARP complex subunit [Source:MGI Symbol;Acc:MGI:2178798],"ARRAYEXPRESS,ENSG"
ENSMUSG00000089155,ENSMUSG00000089155,Gm23582,"predicted gene, 23582 [Source:MGI Symbol;Acc:MGI:5453359]","ARRAYEXPRESS,ENSG"
ENSMUSG00000081868,ENSMUSG00000081868,Gm12039,predicted gene 12039 [Source:MGI Symbol;Acc:MGI:3651600],"ARRAYEXPRESS,ENSG"
ENSMUSG00000001891,ENSMUSG00000001891,Ugp2,UDP-glucose pyrophosphorylase 2 [Source:MGI Symbol;Acc:MGI:2183447],"ARRAYEXPRESS,ENSG"
ENSMUSG00000089555,ENSMUSG00000089555,Mir1933,microRNA 1933 [Source:MGI Symbol;Acc:MGI:3836970],"ARRAYEXPRESS,ENSG"
ENSMUSG00000087253,ENSMUSG00000087253,Gm12043,predicted gene 12043 [Source:MGI Symbol;Acc:MGI:3651843],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020321,ENSMUSG00000020321,Mdh1,"malate dehydrogenase 1, NAD (soluble) [Source:MGI Symbol;Acc:MGI:97051]","ARRAYEXPRESS,ENSG"
ENSMUSG00002076145,ENSMUSG00002076145,Gm56409,"predicted gene, 56409 [Source:MGI Symbol;Acc:MGI:6849276]","ARRAYEXPRESS,ENSG"
ENSMUSG00000020319,ENSMUSG00000020319,Wdpcp,WD repeat containing planar cell polarity effector [Source:MGI Symbol;Acc:MGI:2144467],"ARRAYEXPRESS,ENSG"
ENSMUSG00000083761,ENSMUSG00000083761,Pgam1-ps1,"phosphoglycerate mutase 1, pseudogene 1 [Source:MGI Symbol;Acc:MGI:1933119]","ARRAYEXPRESS,ENSG"
ENSMUSG00000084004,ENSMUSG00000084004,Gm12047,predicted gene 12047 [Source:MGI Symbol;Acc:MGI:3652082],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082874,ENSMUSG00000082874,Rpl15-ps1,"ribosomal protein L15, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3652079]","ARRAYEXPRESS,ENSG"
ENSMUSG00000005917,ENSMUSG00000005917,Otx1,orthodenticle homeobox 1 [Source:MGI Symbol;Acc:MGI:97450],"ARRAYEXPRESS,ENSG"
ENSMUSG00000042302,ENSMUSG00000042302,Ehbp1,EH domain binding protein 1 [Source:MGI Symbol;Acc:MGI:2667252],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085021,ENSMUSG00000085021,Gm12051,predicted gene 12051 [Source:MGI Symbol;Acc:MGI:3652078],"ARRAYEXPRESS,ENSG"
ENSMUSG00000049904,ENSMUSG00000049904,Tmem17,transmembrane protein 17 [Source:MGI Symbol;Acc:MGI:2144205],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086256,ENSMUSG00000086256,Gm12052,predicted gene 12052 [Source:MGI Symbol;Acc:MGI:3652305],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085803,ENSMUSG00000085803,Gm12056,predicted gene 12056 [Source:MGI Symbol;Acc:MGI:3652309],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084081,ENSMUSG00000084081,Gm12057,predicted gene 12057 [Source:MGI Symbol;Acc:MGI:3650030],"ARRAYEXPRESS,ENSG"
ENSMUSG00000051650,ENSMUSG00000051650,B3gnt2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 [Source:MGI Symbol;Acc:MGI:1889505]","ARRAYEXPRESS,ENSG"
ENSMUSG00000082576,ENSMUSG00000082576,Gm12058,predicted gene 12058 [Source:MGI Symbol;Acc:MGI:3652312],"ARRAYEXPRESS,ENSG"
ENSMUSG00000092455,ENSMUSG00000092455,Gm20456,predicted gene 20456 [Source:MGI Symbol;Acc:MGI:5141921],"ARRAYEXPRESS,ENSG"
ENSMUSG00002074900,ENSMUSG00002074900,Gm56414,"predicted gene, 56414 [Source:MGI Symbol;Acc:MGI:6849286]","ARRAYEXPRESS,ENSG"
ENSMUSG00000092626,ENSMUSG00000092626,9130230N09Rik,RIKEN cDNA 9130230N09 gene [Source:MGI Symbol;Acc:MGI:1924921],"ARRAYEXPRESS,ENSG"
ENSMUSG00000051355,ENSMUSG00000051355,Commd1,COMM domain containing 1 [Source:MGI Symbol;Acc:MGI:109474],"ARRAYEXPRESS,ENSG"
ENSMUSG00000044068,ENSMUSG00000044068,Zrsr1,"zinc finger (CCCH type), RNA binding motif and serine/arginine rich 1 [Source:MGI Symbol;Acc:MGI:98885]","ARRAYEXPRESS,ENSG"
ENSMUSG00000007739,ENSMUSG00000007739,Cct4,"chaperonin containing Tcp1, subunit 4 (delta) [Source:MGI Symbol;Acc:MGI:104689]","ARRAYEXPRESS,ENSG"
ENSMUSG00000049811,ENSMUSG00000049811,Fam161a,"family with sequence similarity 161, member A [Source:MGI Symbol;Acc:MGI:1921123]","ARRAYEXPRESS,ENSG"
ENSMUSG00000085665,ENSMUSG00000085665,Gm12059,predicted gene 12059 [Source:MGI Symbol;Acc:MGI:3649372],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020290,ENSMUSG00000020290,Xpo1,exportin 1 [Source:MGI Symbol;Acc:MGI:2144013],"ARRAYEXPRESS,ENSG"
ENSMUSG00000056342,ENSMUSG00000056342,Usp34,ubiquitin specific peptidase 34 [Source:MGI Symbol;Acc:MGI:109473],"ARRAYEXPRESS,ENSG"
ENSMUSG00000065591,ENSMUSG00000065591,Gm22753,"predicted gene, 22753 [Source:MGI Symbol;Acc:MGI:5452530]","ARRAYEXPRESS,ENSG"
ENSMUSG00000020288,ENSMUSG00000020288,Ahsa2,"AHA1, activator of heat shock protein ATPase 2 [Source:MGI Symbol;Acc:MGI:1916133]","ARRAYEXPRESS,ENSG"
ENSMUSG00000086459,ENSMUSG00000086459,1700030C12Rik,RIKEN cDNA 1700030C12 gene [Source:MGI Symbol;Acc:MGI:1919496],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020286,ENSMUSG00000020286,1700093K21Rik,RIKEN cDNA 1700093K21 gene [Source:MGI Symbol;Acc:MGI:1914608],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085415,ENSMUSG00000085415,Selenok-ps1,"selenoprotein K, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3649370]","ARRAYEXPRESS,ENSG"
ENSMUSG00000042208,ENSMUSG00000042208,Sanbr,SANT and BTB domain regulator of CSR [Source:MGI Symbol;Acc:MGI:1918925],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020283,ENSMUSG00000020283,Pex13,peroxisomal biogenesis factor 13 [Source:MGI Symbol;Acc:MGI:1919379],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020280,ENSMUSG00000020280,Pus10,pseudouridylate synthase 10 [Source:MGI Symbol;Acc:MGI:1921717],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020275,ENSMUSG00000020275,Rel,reticuloendotheliosis oncogene [Source:MGI Symbol;Acc:MGI:97897],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020273,ENSMUSG00000020273,Papolg,poly(A) polymerase gamma [Source:MGI Symbol;Acc:MGI:2442119],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084769,ENSMUSG00000084769,Gm12061,predicted gene 12061 [Source:MGI Symbol;Acc:MGI:3651662],"ARRAYEXPRESS,ENSG"
ENSMUSG00000055010,ENSMUSG00000055010,A830031A19Rik,RIKEN cDNA A830031A19 gene [Source:MGI Symbol;Acc:MGI:2685508],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085167,ENSMUSG00000085167,Gm12063,predicted gene 12063 [Source:MGI Symbol;Acc:MGI:3649572],"ARRAYEXPRESS,ENSG"
ENSMUSG00000000861,ENSMUSG00000000861,Bcl11a,B cell CLL/lymphoma 11A (zinc finger protein) [Source:MGI Symbol;Acc:MGI:106190],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086612,ENSMUSG00000086612,Gm12064,predicted gene 12064 [Source:MGI Symbol;Acc:MGI:3649477],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085516,ENSMUSG00000085516,4930538E20Rik,RIKEN cDNA 4930538E20 gene [Source:MGI Symbol;Acc:MGI:1925450],"ARRAYEXPRESS,ENSG"
ENSMUSG00000032985,ENSMUSG00000032985,5730522E02Rik,RIKEN cDNA 5730522E02 gene [Source:MGI Symbol;Acc:MGI:1917876],"ARRAYEXPRESS,ENSG"
ENSMUSG00000004018,ENSMUSG00000004018,Fancl,"Fanconi anemia, complementation group L [Source:MGI Symbol;Acc:MGI:1914280]","ARRAYEXPRESS,ENSG"
ENSMUSG00000064090,ENSMUSG00000064090,Vrk2,vaccinia related kinase 2 [Source:MGI Symbol;Acc:MGI:1917172],"ARRAYEXPRESS,ENSG"
ENSMUSG00000068314,ENSMUSG00000068314,Gm6899,predicted gene 6899 [Source:MGI Symbol;Acc:MGI:3648261],"ARRAYEXPRESS,ENSG"
ENSMUSG00000069939,ENSMUSG00000069939,Gm12070,predicted gene 12070 [Source:MGI Symbol;Acc:MGI:3650751],"ARRAYEXPRESS,ENSG"
ENSMUSG00000032889,ENSMUSG00000032889,Gm6685,predicted pseudogene 6685 [Source:MGI Symbol;Acc:MGI:3704119],"ARRAYEXPRESS,ENSG"
ENSMUSG00000032878,ENSMUSG00000032878,Ccdc85a,coiled-coil domain containing 85A [Source:MGI Symbol;Acc:MGI:2445069],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020467,ENSMUSG00000020467,Efemp1,epidermal growth factor-containing fibulin-like extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:1339998],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081695,ENSMUSG00000081695,Rpsa-ps5,"ribosomal protein SA, pseudogene 5 [Source:MGI Symbol;Acc:MGI:3650550]","ARRAYEXPRESS,ENSG"
ENSMUSG00000020464,ENSMUSG00000020464,Pnpt1,polyribonucleotide nucleotidyltransferase 1 [Source:MGI Symbol;Acc:MGI:1918951],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086725,ENSMUSG00000086725,A630052C17Rik,RIKEN cDNA A630052C17 gene [Source:MGI Symbol;Acc:MGI:2444673],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020463,ENSMUSG00000020463,Ppp4r3b,protein phosphatase 4 regulatory subunit 3B [Source:MGI Symbol;Acc:MGI:2144474],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020462,ENSMUSG00000020462,Cfap36,cilia and flagella associated protein 36 [Source:MGI Symbol;Acc:MGI:1913994],"ARRAYEXPRESS,ENSG"
ENSMUSG00000032740,ENSMUSG00000032740,Ccdc88a,coiled coil domain containing 88A [Source:MGI Symbol;Acc:MGI:1925177],"ARRAYEXPRESS,ENSG"
ENSMUSG00000032673,ENSMUSG00000032673,Prorsd1,prolyl-tRNA synthetase domain containing 1 [Source:MGI Symbol;Acc:MGI:1915189],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085165,ENSMUSG00000085165,Gm12089,predicted gene 12089 [Source:MGI Symbol;Acc:MGI:3650341],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020459,ENSMUSG00000020459,Mtif2,mitochondrial translational initiation factor 2 [Source:MGI Symbol;Acc:MGI:1924034],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020460,ENSMUSG00000020460,Rps27a,ribosomal protein S27A [Source:MGI Symbol;Acc:MGI:1925544],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020461,ENSMUSG00000020461,Clhc1,clathrin heavy chain linker domain containing 1 [Source:MGI Symbol;Acc:MGI:1920574],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081575,ENSMUSG00000081575,Gm12090,predicted gene 12090 [Source:MGI Symbol;Acc:MGI:3650090],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085893,ENSMUSG00000085893,Gm12091,predicted gene 12091 [Source:MGI Symbol;Acc:MGI:3650089],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084850,ENSMUSG00000084850,Gm12092,predicted gene 12092 [Source:MGI Symbol;Acc:MGI:3650092],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020458,ENSMUSG00000020458,Rtn4,reticulon 4 [Source:MGI Symbol;Acc:MGI:1915835],"ARRAYEXPRESS,ENSG"
ENSMUSG00000044072,ENSMUSG00000044072,Eml6,echinoderm microtubule associated protein like 6 [Source:MGI Symbol;Acc:MGI:2442895],"ARRAYEXPRESS,ENSG"
ENSMUSG00000078157,ENSMUSG00000078157,Fem1al,fem-1 homolog A like [Source:MGI Symbol;Acc:MGI:2441689],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020315,ENSMUSG00000020315,Sptbn1,"spectrin beta, non-erythrocytic 1 [Source:MGI Symbol;Acc:MGI:98388]","ARRAYEXPRESS,ENSG"
ENSMUSG00000101872,ENSMUSG00000101872,Gm29237,predicted gene 29237 [Source:MGI Symbol;Acc:MGI:5579943],"ARRAYEXPRESS,ENSG"
ENSMUSG00000073073,ENSMUSG00000073073,Gm8098,predicted gene 8098 [Source:MGI Symbol;Acc:MGI:3645749],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040919,ENSMUSG00000040919,4930505A04Rik,RIKEN cDNA 4930505A04 gene [Source:MGI Symbol;Acc:MGI:1922337],"ARRAYEXPRESS,ENSG"
ENSMUSG00000060923,ENSMUSG00000060923,Acyp2,"acylphosphatase 2, muscle type [Source:MGI Symbol;Acc:MGI:1922822]","ARRAYEXPRESS,ENSG"
ENSMUSG00000081712,ENSMUSG00000081712,Gm12096,predicted gene 12096 [Source:MGI Symbol;Acc:MGI:3651583],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081887,ENSMUSG00000081887,Gm12097,predicted gene 12097 [Source:MGI Symbol;Acc:MGI:3651582],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040850,ENSMUSG00000040850,Psme4,"proteasome (prosome, macropain) activator subunit 4 [Source:MGI Symbol;Acc:MGI:2143994]","ARRAYEXPRESS,ENSG"
ENSMUSG00000086986,ENSMUSG00000086986,Gm12103,predicted gene 12103 [Source:MGI Symbol;Acc:MGI:3651382],"ARRAYEXPRESS,ENSG"
ENSMUSG00000043999,ENSMUSG00000043999,Gpr75,G protein-coupled receptor 75 [Source:MGI Symbol;Acc:MGI:2441843],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020305,ENSMUSG00000020305,Asb3,ankyrin repeat and SOCS box-containing 3 [Source:MGI Symbol;Acc:MGI:1929749],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084146,ENSMUSG00000084146,Gm12104,predicted gene 12104 [Source:MGI Symbol;Acc:MGI:3650164],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020311,ENSMUSG00000020311,Erlec1,endoplasmic reticulum lectin 1 [Source:MGI Symbol;Acc:MGI:1914003],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020309,ENSMUSG00000020309,Chac2,"ChaC, cation transport regulator 2 [Source:MGI Symbol;Acc:MGI:1915294]","ARRAYEXPRESS,ENSG"
ENSMUSG00000020303,ENSMUSG00000020303,Stc2,stanniocalcin 2 [Source:MGI Symbol;Acc:MGI:1316731],"ARRAYEXPRESS,ENSG"
ENSMUSG00000044502,ENSMUSG00000044502,Bod1,biorientation of chromosomes in cell division 1 [Source:MGI Symbol;Acc:MGI:1916806],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085772,ENSMUSG00000085772,D630024D03Rik,RIKEN cDNA D630024D03 gene [Source:MGI Symbol;Acc:MGI:3041224],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086335,ENSMUSG00000086335,Gm12107,predicted gene 12107 [Source:MGI Symbol;Acc:MGI:3651177],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020300,ENSMUSG00000020300,Cpeb4,cytoplasmic polyadenylation element binding protein 4 [Source:MGI Symbol;Acc:MGI:1914829],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020297,ENSMUSG00000020297,Nsg2,neuron specific gene family member 2 [Source:MGI Symbol;Acc:MGI:1202070],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020279,ENSMUSG00000020279,Il9r,interleukin 9 receptor [Source:MGI Symbol;Acc:MGI:96564],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040767,ENSMUSG00000040767,Snrnp25,small nuclear ribonucleoprotein 25 (U11/U12) [Source:MGI Symbol;Acc:MGI:1925622],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020282,ENSMUSG00000020282,Rhbdf1,rhomboid 5 homolog 1 [Source:MGI Symbol;Acc:MGI:104328],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020289,ENSMUSG00000020289,Nprl3,nitrogen permease regulator-like 3 [Source:MGI Symbol;Acc:MGI:109258],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020287,ENSMUSG00000020287,Mpg,N-methylpurine-DNA glycosylase [Source:MGI Symbol;Acc:MGI:97073],"ARRAYEXPRESS,ENSG"
ENSMUSG00000055609,ENSMUSG00000055609,Hba-x,"hemoglobin X, alpha-like embryonic chain in Hba complex [Source:MGI Symbol;Acc:MGI:96019]","ARRAYEXPRESS,ENSG"
ENSMUSG00000069919,ENSMUSG00000069919,Hba-a1,"hemoglobin alpha, adult chain 1 [Source:MGI Symbol;Acc:MGI:96015]","ARRAYEXPRESS,ENSG"
ENSMUSG00000069917,ENSMUSG00000069917,Hba-a2,"hemoglobin alpha, adult chain 2 [Source:MGI Symbol;Acc:MGI:96016]","ARRAYEXPRESS,ENSG"
ENSMUSG00000020295,ENSMUSG00000020295,Hbq1a,"hemoglobin, theta 1A [Source:MGI Symbol;Acc:MGI:2685722]","ARRAYEXPRESS,ENSG"
ENSMUSG00000040711,ENSMUSG00000040711,Sh3pxd2b,SH3 and PX domains 2B [Source:MGI Symbol;Acc:MGI:2442062],"ARRAYEXPRESS,ENSG"
ENSMUSG00000044949,ENSMUSG00000044949,Ubtd2,ubiquitin domain containing 2 [Source:MGI Symbol;Acc:MGI:2444752],"ARRAYEXPRESS,ENSG"
ENSMUSG00000044056,ENSMUSG00000044056,Efcab9,EF-hand calcium binding domain 9 [Source:MGI Symbol;Acc:MGI:1916556],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020272,ENSMUSG00000020272,Stk10,serine/threonine kinase 10 [Source:MGI Symbol;Acc:MGI:1099439],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020271,ENSMUSG00000020271,Fbxw11,F-box and WD-40 domain protein 11 [Source:MGI Symbol;Acc:MGI:2144023],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081254,ENSMUSG00000081254,Gm12112,predicted gene 12112 [Source:MGI Symbol;Acc:MGI:3650115],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081076,ENSMUSG00000081076,Rpsa-ps4,"ribosomal protein S4, pseudogene 4 [Source:MGI Symbol;Acc:MGI:3651545]","ARRAYEXPRESS,ENSG"
ENSMUSG00000057967,ENSMUSG00000057967,Fgf18,fibroblast growth factor 18 [Source:MGI Symbol;Acc:MGI:1277980],"ARRAYEXPRESS,ENSG"
ENSMUSG00000057113,ENSMUSG00000057113,Npm1,nucleophosmin 1 [Source:MGI Symbol;Acc:MGI:106184],"ARRAYEXPRESS,ENSG"
ENSMUSG00000099902,ENSMUSG00000099902,Gm12115,predicted gene 12115 [Source:MGI Symbol;Acc:MGI:3652288],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040610,ENSMUSG00000040610,Tlx3,"T cell leukemia, homeobox 3 [Source:MGI Symbol;Acc:MGI:1351209]","ARRAYEXPRESS,ENSG"
ENSMUSG00000087501,ENSMUSG00000087501,Gm12116,predicted gene 12116 [Source:MGI Symbol;Acc:MGI:3652289],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040594,ENSMUSG00000040594,Ranbp17,RAN binding protein 17 [Source:MGI Symbol;Acc:MGI:1929706],"ARRAYEXPRESS,ENSG"
ENSMUSG00000098456,ENSMUSG00000098456,Gm12117,predicted gene 12117 [Source:MGI Symbol;Acc:MGI:3652019],"ARRAYEXPRESS,ENSG"
ENSMUSG00000069913,ENSMUSG00000069913,Anp32-ps,"acidic (leucine-rich) nuclear phosphoprotein 32 family, pseudogene [Source:MGI Symbol;Acc:MGI:3525200]","ARRAYEXPRESS,ENSG"
ENSMUSG00000083471,ENSMUSG00000083471,Gm12118,predicted gene 12118 [Source:MGI Symbol;Acc:MGI:3652027],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020159,ENSMUSG00000020159,Gabrp,"gamma-aminobutyric acid (GABA) A receptor, pi [Source:MGI Symbol;Acc:MGI:2387597]","ARRAYEXPRESS,ENSG"
ENSMUSG00000073052,ENSMUSG00000073052,D130052B06Rik,RIKEN cDNA D130052B06 gene [Source:MGI Symbol;Acc:MGI:2685092],"ARRAYEXPRESS,ENSG"
ENSMUSG00000053519,ENSMUSG00000053519,Kcnip1,Kv channel-interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917607],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085240,ENSMUSG00000085240,Gm12119,predicted gene 12119 [Source:MGI Symbol;Acc:MGI:3652283],"ARRAYEXPRESS,ENSG"
ENSMUSG00000087328,ENSMUSG00000087328,Gm12120,predicted gene 12120 [Source:MGI Symbol;Acc:MGI:3651991],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020155,ENSMUSG00000020155,Kcnmb1,"potassium large conductance calcium-activated channel, subfamily M, beta member 1 [Source:MGI Symbol;Acc:MGI:1334203]","ARRAYEXPRESS,ENSG"
ENSMUSG00000002699,ENSMUSG00000002699,Lcp2,lymphocyte cytosolic protein 2 [Source:MGI Symbol;Acc:MGI:1321402],"ARRAYEXPRESS,ENSG"
ENSMUSG00000047861,ENSMUSG00000047861,Foxi1,forkhead box I1 [Source:MGI Symbol;Acc:MGI:1096329],"ARRAYEXPRESS,ENSG"
